lfdn;problem;reason
1124;Stakeholders with difficulties in separating requirements from previously known solution designs;Excessive gaps and high cost of adaptation of the new solution to be equal to the previous process.
1141;Stakeholders with difficulties in separating requirements from previously known solution designs;additional development effort 
1161;Stakeholders with difficulties in separating requirements from previously known solution designs;NEED of INDUCTION for THE newcomers
1207;Stakeholders with difficulties in separating requirements from previously known solution designs;time spent on trying to understand what is the problem being solved
1266;Stakeholders with difficulties in separating requirements from previously known solution designs;Delay in developing the project.
1316;Stakeholders with difficulties in separating requirements from previously known solution designs;redesign of various parts of functionality 
1331;Stakeholders with difficulties in separating requirements from previously known solution designs;Implicit and incomplete requirements, equirements ingnored in the beginning
1347;Stakeholders with difficulties in separating requirements from previously known solution designs;restricted innovation
1349;Stakeholders with difficulties in separating requirements from previously known solution designs;CUSTOMER create something similar instead of INNOVATing
1352;Stakeholders with difficulties in separating requirements from previously known solution designs;PROJECT COST
1357;Stakeholders with difficulties in separating requirements from previously known solution designs;INCREASING TEAM EFFORT
1424;Stakeholders with difficulties in separating requirements from previously known solution designs;LACK OF SUPPLEMENTS
1433;Stakeholders with difficulties in separating requirements from previously known solution designs;PROBLEMS IN REQUIREMENTS elicitation
1457;Stakeholders with difficulties in separating requirements from previously known solution designs;FAILED tests
1462;Stakeholders with difficulties in separating requirements from previously known solution designs;the CUSTOMER makes the DEVELOPER GENERATE a PRODUCT like ANOTHER
1560;Stakeholders with difficulties in separating requirements from previously known solution designs;"inflexible designs;  non-scalable capabilities"
1621;Stakeholders with difficulties in separating requirements from previously known solution designs;Bad requirements, no prioritization, moving goal posts
1624;Stakeholders with difficulties in separating requirements from previously known solution designs;Do not take lead on innovative ideas outside the current scope
1650;Stakeholders with difficulties in separating requirements from previously known solution designs;"Time; square peg in a round hole."
1651;Stakeholders with difficulties in separating requirements from previously known solution designs;Stakeholder confusion over scope of projects
1668;Stakeholders with difficulties in separating requirements from previously known solution designs;EXCESSIVE OVERFLOW of REQUIREMENTS
1670;Stakeholders with difficulties in separating requirements from previously known solution designs;EXCESSIVE OVERFLOW of REQUIREMENT
1705;Stakeholders with difficulties in separating requirements from previously known solution designs;COMPILATION or erroneous ANALYSIS
1756;Stakeholders with difficulties in separating requirements from previously known solution designs;Too much time spent communicating to the client. Perhaps the need of a prototype to clarify, sometimes no other way than following the previous degins and delivering a less than ideal solution (e.g. subpar usability, flexibility, etc.)
1894;Stakeholders with difficulties in separating requirements from previously known solution designs;"Time spent on stakeholder management; downtime in requirements discussion"
1896;Stakeholders with difficulties in separating requirements from previously known solution designs;Successive iterations to refine the requirements
1918;Stakeholders with difficulties in separating requirements from previously known solution designs;Difficulty in finding consensus on a plan.
1962;Stakeholders with difficulties in separating requirements from previously known solution designs;"little innovative products;"
1969;Stakeholders with difficulties in separating requirements from previously known solution designs;Problems that were part of previous systems continue.
81;Technically unfeasible requirements;Customer-providers relationship
120;Technically unfeasible requirements;Delay
144;Technically unfeasible requirements;"this may cause us to be unable to deliver the desired solution; may cause significant delays in delivering something; may have to provide a different solution if the initially desired one is not possible"
188;Technically unfeasible requirements;"Delays in development; Demotivation in Dev Team"
208;Technically unfeasible requirements;two many cycles before a story is ready and can go to the development
267;Technically unfeasible requirements;Customer dissatisfied 
355;Technically unfeasible requirements;could be time critical
387;Technically unfeasible requirements;Performance will be not acceptable.
416;Technically unfeasible requirements;some quality issues and time
758;Technically unfeasible requirements;We spend time on learning things we are not good at
774;Technically unfeasible requirements;bad relationship with customer
830;Technically unfeasible requirements;Invalid solution.
847;Technically unfeasible requirements;A lot of re-work to understand how to either meet or to remove those requirements
987;Technically unfeasible requirements;more time required
1080;Technically unfeasible requirements;High number of hours and prototyping to achieve the result closest to the desired.
1168;Technically unfeasible requirements;FAILURE TO COMPLY WITH THE REQUESTED
1194;Technically unfeasible requirements;Derivation in subprojects to develop proposals
1224;Technically unfeasible requirements;Distrust in technicians
1266;Technically unfeasible requirements;Delay in developing the project or even the non-implementation of the requisites.
1296;Technically unfeasible requirements;Can't achieve them
1327;Technically unfeasible requirements;Bad customer relations and cost driver.
1339;Technically unfeasible requirements;disagreeements once THE FUNCTIONS are developed
1358;Technically unfeasible requirements;REQUIREMENTS THAT CAN NOT BE DEVELOPED
1359;Technically unfeasible requirements;THE SOFTWARE DOES NOT COMPLY WITH WHAT YOU THE CUSTOMER want
1423;Technically unfeasible requirements;LACK OF REQUIREMENTS
1542;Technically unfeasible requirements;A bad image of the IT Team, perceived often as too slow, not performant, or a blocker, or incompetent, etc
1668;Technically unfeasible requirements;LACK OF DETAIL OR EXCESSIVE FUNCTIONALITY
1670;Technically unfeasible requirements;Lack of detail
1698;Technically unfeasible requirements;REQUIREMENTS IMPOSSIBLE TO COMPLY
1703;Technically unfeasible requirements;MORE inconsequential WORK
1717;Technically unfeasible requirements;MORE RESOURCES USED FOR THE CUSTOMER
1727;Technically unfeasible requirements;Ambiguity and lack of understanding
1744;Technically unfeasible requirements;Same
1753;Technically unfeasible requirements;Customer wish for performance in tools that are not technically feasible (for instance - we want 10 GBIT traffic from a 1 GBIT link)
1761;Technically unfeasible requirements;Build a solution with flexibility 
1820;Technically unfeasible requirements;More implementation costs
1911;Technically unfeasible requirements;Feature not implemented
1933;Technically unfeasible requirements;challenges in the actual deployment
41;Terminological problems;This simply makes the process of creating the software harder. It is overcome via proper communication.
76;Terminological problems;Glossary in place
81;Terminological problems;Mistakes between what is said and what is understood - waste of time to re-discuss issues
93;Terminological problems;"communication misunderstandings; even wrong use of functionality"
106;Terminological problems;Unclear requirements
129;Terminological problems;Lots of confusion over terminology
182;Terminological problems;Becomes a constraint 
213;Terminological problems;Miss understanding and incorrect requirements
217;Terminological problems;difficult to use system
231;Terminological problems;Potentially not conforming to stakeholder needs
249;Terminological problems;Doing same work multiple times
259;Terminological problems;misunderstand
268;Terminological problems;Too much projects for one stakeholder
297;Terminological problems;Missing requirements
304;Terminological problems;inconsistent communication
313;Terminological problems;My role involves me acting as a translator between different groups of people.  I have to keep in mind the terminological differences and be ready 
330;Terminological problems;incomplete tasks
341;Terminological problems;constant translations that demands time
355;Terminological problems;time critical 
416;Terminological problems;cost extra Time
446;Terminological problems;delivery impact
479;Terminological problems;Glossary
523;Terminological problems;Delays in the time of development
525;Terminological problems;adressing wrong objects in the solution
570;Terminological problems;incosistent terminology in both internal and external documentation
586;Terminological problems;talking about differnt things 
626;Terminological problems;Lack of share understanding
786;Terminological problems;The customer has too much to work on at once.
819;Terminological problems;ambiguous information
879;Terminological problems;Rework.
900;Terminological problems;difficulty in the implementation of the technical solution
947;Terminological problems;customers are disappointed
956;Terminological problems;NP
990;Terminological problems;frequent changes to adapt to new terminology
1011;Terminological problems;extended development cycle
1017;Terminological problems;more discussion between teams to reach consensus
1021;Terminological problems;functional and structural errors
1055;Terminological problems;problems with the interpretation of some FRs
1065;Terminological problems;Workshops take more time to clarify terminology
1069;Terminological problems;identifying cultural background earlier  
1076;Terminological problems;Have to explain frequently the methods used
1114;Terminological problems;Rework
1118;Terminological problems;Wrong understanding that leads to time and effort wasting
1161;Terminological problems;FAILURE OF requirements development
1207;Terminological problems;people misunderstanding each other significantly
1266;Terminological problems;Delay in the project development
1327;Terminological problems;Project stop.
1341;Terminological problems;LACK OF DOCUMENTATION
1343;Terminological problems;CUSTOMER do not understand the SYSTEM
1353;Terminological problems;overEFFORTS not RECOGNIZED BY CUSTOMER TO MEET GOALS
1356;Terminological problems;UNSTABLE REPUTATION BY THE PARTIES
1357;Terminological problems;PROJECT COST INCREASE
1413;Terminological problems;UNAVAILABILITY
1415;Terminological problems;Product failures
1419;Terminological problems;LACK OF TRUST
1424;Terminological problems;Lack of commitment
1426;Terminological problems;inconsistent and incomplete requirements
1458;Terminological problems;NO GOOD COMMUNICATION
1466;Terminological problems;Frustration and continuous retraining of stakeholders to accept common meaning for shared terminology.
1651;Terminological problems;Adds confusion to the communication on project
1723;Terminological problems;Poor quality products
1741;Terminological problems;Understanding problems to late in the development process
1753;Terminological problems;Our knowledge of the technology leads to use of technical terms that many stakeholders dont understand (leading to misunderstandings)
1756;Terminological problems;Usually leads to time wasted clarifying what looks like a weird or inconsistent requirement, but it can lead to implementing the wrong requirements (potential delays and additional costs)
1759;Terminological problems;misunderstandings in implementation
1761;Terminological problems;Repeat the mission and objectives many times
1810;Terminological problems;Heated debate between team members
1844;Terminological problems;generates lack of understanding
1941;Terminological problems;Same as the previous one, because different people do different things and the solution sometimes becomes inconsistent
1962;Terminological problems;"Loss of quality in the implementation => rework;"
35;Time boxing / Not enough time in general;extremly small team for a World wide project
41;Time boxing / Not enough time in general;The project will probably only be about 90% done by the deadline
76;Time boxing / Not enough time in general;"Adding resources; stressed team"
126;Time boxing / Not enough time in general;Risk for the dev
129;Time boxing / Not enough time in general;Reduced scope
144;Time boxing / Not enough time in general;lack of time from any team member or resource/stakeholder will cause project delays
149;Time boxing / Not enough time in general;missing milestones
150;Time boxing / Not enough time in general;Design gaps
167;Time boxing / Not enough time in general;"delays; frustration"
168;Time boxing / Not enough time in general;People often underestimate how much time a task requires.
199;Time boxing / Not enough time in general;Rush to writing code
208;Time boxing / Not enough time in general;"more and more change requests and new requirements; cockfights between the stakeholder about the  last available resources "
213;Time boxing / Not enough time in general;More mistakes in solutions, tight work and overtime. More rework after the first version of the solution.
231;Time boxing / Not enough time in general;Potentially not conforming to stakeholder needs
239;Time boxing / Not enough time in general;Weak understanding of the problems 
249;Time boxing / Not enough time in general;Bad quality
263;Time boxing / Not enough time in general;"incomplete testing before go-live; high workload; reducing of scope"
267;Time boxing / Not enough time in general;Quality or scope is not enough 
268;Time boxing / Not enough time in general;Less time
297;Time boxing / Not enough time in general;Bugs
310;Time boxing / Not enough time in general;risk of unsaid requirements
317;Time boxing / Not enough time in general;"Integration with other systems was hard; communication with the subcontractors caused problems; the POC was too superficial  "
355;Time boxing / Not enough time in general;not reaching the milestone
359;Time boxing / Not enough time in general;Inadequate estimate
364;Time boxing / Not enough time in general;"project takes twice as long as previously planned; budget increases; everybody is annoyed"
365;Time boxing / Not enough time in general;project may not be considered a success if features keep getting added to the backlog but the deadline does not change
370;Time boxing / Not enough time in general;"scope decreases; less quality solution"
377;Time boxing / Not enough time in general;Perception from customer that delivery is not on track or not enough is being delivered
387;Time boxing / Not enough time in general;"Quality degradation;untested requirements."
393;Time boxing / Not enough time in general;bad quality
416;Time boxing / Not enough time in general;some quality issues
427;Time boxing / Not enough time in general;More technical debt 
444;Time boxing / Not enough time in general;low morale in team
446;Time boxing / Not enough time in general;delivery impact
461;Time boxing / Not enough time in general;"customer dissatisfaction; management dissatisfaction "
467;Time boxing / Not enough time in general;generally it ends compromising the quality
468;Time boxing / Not enough time in general;Code rots: the quality of the code degrades over time due to the lack of time for refactoring.
485;Time boxing / Not enough time in general;poor code quality 
489;Time boxing / Not enough time in general;bad customer acceptance
511;Time boxing / Not enough time in general;Stress
518;Time boxing / Not enough time in general;Imperfect products, with some bugs
525;Time boxing / Not enough time in general;"some functions will not be implemented; cost is higher"
549;Time boxing / Not enough time in general;Can't always deliver full requirements, less testing before release leading to poorer releases, delayed releases
570;Time boxing / Not enough time in general;"important features have to be postphoned to later releases; need for temporary, non-optimal solutions"
637;Time boxing / Not enough time in general;Not well enough analyzed requirements.
640;Time boxing / Not enough time in general;"poorly executed development; resource bottle necks"
649;Time boxing / Not enough time in general;poor morale and increased bugs in code
663;Time boxing / Not enough time in general;Implication to project quality and project cost
694;Time boxing / Not enough time in general;pushing the schedule always makes the project end up taking longer to be fully complete
735;Time boxing / Not enough time in general;Creation of errors in the project
768;Time boxing / Not enough time in general;"too much work done with too little time; stress"
819;Time boxing / Not enough time in general;Rapid development but without quality
830;Time boxing / Not enough time in general;time is money and is always going to be a problem. Involving the team doing the work to determine the time box period helps (ours were determined 12 months early by other people that did not work on the project with no rationale for the time box period).
845;Time boxing / Not enough time in general;Insuffient time to ensure quality of requirements
851;Time boxing / Not enough time in general;failures or sacrificing quality
865;Time boxing / Not enough time in general;wrong implementations / poorly done
880;Time boxing / Not enough time in general;Low quality.
901;Time boxing / Not enough time in general;Does not prioritizes quality
909;Time boxing / Not enough time in general;imprecision in the identification and specification of requirements
910;Time boxing / Not enough time in general;Systems without the wanted quality
912;Time boxing / Not enough time in general;Rushed, stressed project staff, without the ability to think through outcomes before delivering.
923;Time boxing / Not enough time in general;deteriorated relationship with the customer
928;Time boxing / Not enough time in general;Low quality in everything that is being produced.
929;Time boxing / Not enough time in general;Hustle in the execution of projects and consequent low quality of the generated products
933;Time boxing / Not enough time in general;Errors that could be identified during the testing stage, just pass because there is no time for testing.
937;Time boxing / Not enough time in general;Projects does not finish
947;Time boxing / Not enough time in general;testing gets neglected --> reduced quality
956;Time boxing / Not enough time in general;NP
958;Time boxing / Not enough time in general;Product is not delivered with the expected quality
959;Time boxing / Not enough time in general;staff overload, fatigue,  etc ...
968;Time boxing / Not enough time in general;Quality problems
980;Time boxing / Not enough time in general;Poor quality 
984;Time boxing / Not enough time in general;Minimalism
997;Time boxing / Not enough time in general;Rapid deployment options are taken without analysis the medium term
1010;Time boxing / Not enough time in general;Missing/skipping process steps
1012;Time boxing / Not enough time in general;Missing features, bad Useability
1014;Time boxing / Not enough time in general;costs
1031;Time boxing / Not enough time in general;Team frustration, stress.
1065;Time boxing / Not enough time in general;The solution is not as good as it should be
1079;Time boxing / Not enough time in general;Projects continue beyond the deadline
1082;Time boxing / Not enough time in general;It implies cutting on additional requirements
1111;Time boxing / Not enough time in general;pressure and mistakes
1114;Time boxing / Not enough time in general;Rework
1122;Time boxing / Not enough time in general;Low functional quality in the final product
1139;Time boxing / Not enough time in general;Problems 2,3 & 5
1141;Time boxing / Not enough time in general;rework in later development phase
1163;Time boxing / Not enough time in general;Demotivation
1238;Time boxing / Not enough time in general;the development stage is started without clear requirements (for having devoted less time than necessary) and we noticed definition errors in advanced stages of the process, which is much more costly to correct.
1279;Time boxing / Not enough time in general;Missed expectations with an assumption that we are implementing the most important aspects
1288;Time boxing / Not enough time in general;sloppy work
1289;Time boxing / Not enough time in general;Project delay and budget overrun
1291;Time boxing / Not enough time in general;Low quality products
1321;Time boxing / Not enough time in general;wide technical debt
1327;Time boxing / Not enough time in general;Lack of quality.
1347;Time boxing / Not enough time in general;Less features delivered or with less completeness
1356;Time boxing / Not enough time in general;weak RELATIONSHIP BETWEEN STAKEHOLDERS
1403;Time boxing / Not enough time in general;"makes keeping deadlines even harder; overtimes; overall product quality"
1406;Time boxing / Not enough time in general;Personal task overload 
1411;Time boxing / Not enough time in general;lack of quality
1417;Time boxing / Not enough time in general;OMISSION OF SOLUTIONS
1423;Time boxing / Not enough time in general;Lack of quality
1426;Time boxing / Not enough time in general;"high stress levels; little time for testing"
1433;Time boxing / Not enough time in general;Lack of time to complete the project
1455;Time boxing / Not enough time in general;LACK OF TIME FOR DELIVERY
1458;Time boxing / Not enough time in general;THE COST of implementation time VARIES 
1459;Time boxing / Not enough time in general;DELAYS
1466;Time boxing / Not enough time in general;Quality and technical debt suffer.
1486;Time boxing / Not enough time in general;Increased cost of managing the solution and adapting it to new use cases
1542;Time boxing / Not enough time in general;A bad image of the IT Team, perceived often as too slow, not performant, or a blocker, or incompetent, etc
1620;Time boxing / Not enough time in general;Impacts business by not delivering on promises. 
1621;Time boxing / Not enough time in general;Cannot deliver a quality product
1663;Time boxing / Not enough time in general;prioritisation of tests, acceptance of defect for deployment
1669;Time boxing / Not enough time in general;bad SOFTWARE DEVELOPMENT
1676;Time boxing / Not enough time in general;work does not get done properly and therefor forces us to come back at a later time, getting  in the zone  again (aka losing some extra time when we come back at it)
1690;Time boxing / Not enough time in general;SYSTEM OR PROJECT WITH serious failures or shortcomings
1697;Time boxing / Not enough time in general;Code not as good as it may be.
1703;Time boxing / Not enough time in general;INCOMPLETE PRODUCT
1717;Time boxing / Not enough time in general;Moved deadline IN THE FINAL PRODUCT
1718;Time boxing / Not enough time in general;"poor quality implementation; Critical field issues"
1741;Time boxing / Not enough time in general;Angry stakeholders
1753;Time boxing / Not enough time in general;Unable to deliver expected functionality and performance in the given time - delays of the project.
1761;Time boxing / Not enough time in general;Patience is a virtue
1804;Time boxing / Not enough time in general;Project delayed
1812;Time boxing / Not enough time in general;reduced customer satisfaction
1840;Time boxing / Not enough time in general;The outcome will be of bad quality and this will go to maintenance and cost alot
1842;Time boxing / Not enough time in general;"Implementation of a project that is not exactly what the customer wants; poor use of the software by the customer - for not answering all your needs; It can be good because it puts the sw earlier in the hands of users to obtain feedback"
1844;Time boxing / Not enough time in general;Causes pressure in the team
1849;Time boxing / Not enough time in general;"Low quality deliverable; incomplete requirements"
1894;Time boxing / Not enough time in general;Pressure to cut steps / simplify work that inevitably leads to loss of quality in the final product
1909;Time boxing / Not enough time in general;"Poor use of resources; demotivation"
1911;Time boxing / Not enough time in general;extension of time leading to possible additional costs
1917;Time boxing / Not enough time in general;overall margin and planning efficiency
1918;Time boxing / Not enough time in general;Failure to achieve the goals.
1923;Time boxing / Not enough time in general;Less time for analysis and validation
1929;Time boxing / Not enough time in general;Lack of quality of the software produced
1941;Time boxing / Not enough time in general;Solutions made in haste
1962;Time boxing / Not enough time in general;"Project delays;"
1963;Time boxing / Not enough time in general;x
1965;Time boxing / Not enough time in general;additional effort / decrease in delivery quality / Decrease in validation testing and acceptance
41;Unclear / unmeasurable non-functional requirements;While we will try our best to ensure our non-functional requirements are adequate, we cannot guarantee certain response times/usability
93;Unclear / unmeasurable non-functional requirements;"time-consuming in elicitation and explanation; making assumptions; vague communication"
120;Unclear / unmeasurable non-functional requirements;Risk of overconstraining design
126;Unclear / unmeasurable non-functional requirements;Risk for the dev
129;Unclear / unmeasurable non-functional requirements;Missed requirements
144;Unclear / unmeasurable non-functional requirements;"missed non-functional requirements can cause critical problems and/or system failure; while the system may function as specified, if it does not have quality, it will still be deemed a failure"
215;Unclear / unmeasurable non-functional requirements;unsatisfied customers, delayed acceptance of solution
231;Unclear / unmeasurable non-functional requirements;Potentially not conforming to stakeholder needs
259;Unclear / unmeasurable non-functional requirements;misunderstand
283;Unclear / unmeasurable non-functional requirements;hard to carry our precise performance testing
310;Unclear / unmeasurable non-functional requirements;risk of unsatisfaction in the end
313;Unclear / unmeasurable non-functional requirements;NFRs are not tested with the same level of rigour as functional requirements.  This results in a risk of producing products with undetected reliability problems.
425;Unclear / unmeasurable non-functional requirements;Hard to know if it is right.
427;Unclear / unmeasurable non-functional requirements;Increased risk for issues discovered in production
437;Unclear / unmeasurable non-functional requirements;"rework; wrong decisions"
453;Unclear / unmeasurable non-functional requirements;redoing things
461;Unclear / unmeasurable non-functional requirements;"customer dissatisfaction;"
534;Unclear / unmeasurable non-functional requirements;Any
539;Unclear / unmeasurable non-functional requirements;problems in designing
676;Unclear / unmeasurable non-functional requirements;the result is not the desired by the customer
694;Unclear / unmeasurable non-functional requirements;late recognition of something that is missing ends up adding unnecessary delays
819;Unclear / unmeasurable non-functional requirements;Non-compliance with requirements
830;Unclear / unmeasurable non-functional requirements;trying to retrofit a solution that has performance issues is time consuming, can require considerable rework and is not efficient. Having clear performance and volumes up front are preferable.
876;Unclear / unmeasurable non-functional requirements;developers decide to change / add new technologies that end up changing the architecture
952;Unclear / unmeasurable non-functional requirements;requirements/scope not define
956;Unclear / unmeasurable non-functional requirements;NP
997;Unclear / unmeasurable non-functional requirements;costs of hardware to improve performance
1010;Unclear / unmeasurable non-functional requirements;Missing/skipping process steps
1021;Unclear / unmeasurable non-functional requirements;structural and functional errors
1031;Unclear / unmeasurable non-functional requirements;generate customer dissatisfaction, or implies making changes at the last minute.
1039;Unclear / unmeasurable non-functional requirements;New activities included in sprints
1055;Unclear / unmeasurable non-functional requirements;it has impact on architectural decisions
1064;Unclear / unmeasurable non-functional requirements;Project delays
1070;Unclear / unmeasurable non-functional requirements;Rework because of missing system capabilities in respect of non-functional REs
1097;Unclear / unmeasurable non-functional requirements;Difficulties in analyzing if the non-functional requirement has been met
1122;Unclear / unmeasurable non-functional requirements;Unmet expectations
1124;Unclear / unmeasurable non-functional requirements;"Late deliveries; wear on the analysis and testing of deliveries."
1139;Unclear / unmeasurable non-functional requirements;misunderstandings
1168;Unclear / unmeasurable non-functional requirements;DISCREPANCY WITH THE CUSTOMER
1187;Unclear / unmeasurable non-functional requirements;Loss of time in the sprint
1289;Unclear / unmeasurable non-functional requirements;Acceptance in the end because workarounds are needed
1290;Unclear / unmeasurable non-functional requirements;Longer Development and Testing 
1353;Unclear / unmeasurable non-functional requirements;Need to formalize requests for changes
1355;Unclear / unmeasurable non-functional requirements;PROBLEMS araise in the TEAM in charge of development
1356;Unclear / unmeasurable non-functional requirements;REQUIREMENTS not CLEAR and BUSINESS rules not ESTABLISHED
1359;Unclear / unmeasurable non-functional requirements;LITTLE LIFE span of the SYSTEM (CHANGEs needed)
1360;Unclear / unmeasurable non-functional requirements;MALFUNCTIONS
1416;Unclear / unmeasurable non-functional requirements;PAYMENT OF FINES
1417;Unclear / unmeasurable non-functional requirements;INCOMPLETE RESULTS
1433;Unclear / unmeasurable non-functional requirements;INADEQUATE PROJECT SCOPE
1621;Unclear / unmeasurable non-functional requirements;Bad requirements, no prioritization, moving goal posts
1668;Unclear / unmeasurable non-functional requirements;evidence of REQUIREMENT QUALITY  is not provided
1670;Unclear / unmeasurable non-functional requirements;evidence of REQUIREMENT QUALITY  is not provided
1676;Unclear / unmeasurable non-functional requirements;this usually bites us later when we have another story to work on and need to fix  this one  first
1695;Unclear / unmeasurable non-functional requirements;APPLICATION do NOt integrate central SYSTEMS
1698;Unclear / unmeasurable non-functional requirements;REQUIREMENTS ARE NOT CLEAR
1742;Unclear / unmeasurable non-functional requirements;not knowing when requiremtns are meet
1744;Unclear / unmeasurable non-functional requirements;Same
1744;Unclear / unmeasurable non-functional requirements;Same
1759;Unclear / unmeasurable non-functional requirements;probably unnecessary requirements
1812;Unclear / unmeasurable non-functional requirements;argument over what is delivered and what was expected
1842;Unclear / unmeasurable non-functional requirements;"Non-compliance with implicit non-functional requiements; lack of a way to verify that the non-functional goals have been met"
1849;Unclear / unmeasurable non-functional requirements;Risk not delivering the correct value
1896;Unclear / unmeasurable non-functional requirements;Features that end up not solving the problem
1909;Unclear / unmeasurable non-functional requirements;"Lack of methodology; Poor use of resources; demotivation"
1917;Unclear / unmeasurable non-functional requirements;the same as above
1932;Unclear / unmeasurable non-functional requirements;"failures in development, which leads to an increased effort; potential unnecessary interactions with the customer"
1941;Unclear / unmeasurable non-functional requirements;Some problems are detected later, and you need to work extra hours
1961;Unclear / unmeasurable non-functional requirements;hacks, patches and workarounds after the fact
1963;Unclear / unmeasurable non-functional requirements;x
81;Underspecified requirements that are too abstract and allow for various interpretations;Requirements cannot be validated with good quality
119;Underspecified requirements that are too abstract and allow for various interpretations;over engineering solution to meet all possible interfaces
129;Underspecified requirements that are too abstract and allow for various interpretations;Lots of clarifications needed
146;Underspecified requirements that are too abstract and allow for various interpretations;takes a looong time before we get things done. Lots of stuff in backlog, getting old and people forget why it is even in there
147;Underspecified requirements that are too abstract and allow for various interpretations;Rework
150;Underspecified requirements that are too abstract and allow for various interpretations;Flawed / incomplete solution and dissatisfied business customer
166;Underspecified requirements that are too abstract and allow for various interpretations;many changes
168;Underspecified requirements that are too abstract and allow for various interpretations;Researchers and developers have very different abilities.
182;Underspecified requirements that are too abstract and allow for various interpretations;Whether the product is complete?
213;Underspecified requirements that are too abstract and allow for various interpretations;Incorrect requirements. 
231;Underspecified requirements that are too abstract and allow for various interpretations;Potentially not conforming to stakeholder needs
267;Underspecified requirements that are too abstract and allow for various interpretations;Re doing things 
283;Underspecified requirements that are too abstract and allow for various interpretations;uncertainty of of what should be developed and tested - or how it should function.
330;Underspecified requirements that are too abstract and allow for various interpretations;Delays, loss of trust with the customer, incomplete tasks
355;Underspecified requirements that are too abstract and allow for various interpretations;wrong expectations
370;Underspecified requirements that are too abstract and allow for various interpretations;"redo of development; customer not satisfied and creation of frustration"
384;Underspecified requirements that are too abstract and allow for various interpretations;"increased time for clarification resulting in delay of delivery of new features; delay in documenting requirements thereby increasing the risk of deviations between sofwatre and requirements"
416;Underspecified requirements that are too abstract and allow for various interpretations;cost extra Time
444;Underspecified requirements that are too abstract and allow for various interpretations;They are detected in testing
453;Underspecified requirements that are too abstract and allow for various interpretations;redoing work
461;Underspecified requirements that are too abstract and allow for various interpretations;"customer dissatisfaction; development team dissatisfaction because is not clear what to do"
468;Underspecified requirements that are too abstract and allow for various interpretations;Incorrect implementations that do not meet the specified requirements.
511;Underspecified requirements that are too abstract and allow for various interpretations;Inconsistant requirements
523;Underspecified requirements that are too abstract and allow for various interpretations;The final product is not what the client wants
549;Underspecified requirements that are too abstract and allow for various interpretations;Delivered results may not be 100% what is required leading to repeat development
694;Underspecified requirements that are too abstract and allow for various interpretations;spent time developing the wrong thing
710;Underspecified requirements that are too abstract and allow for various interpretations;risk of not building the right product
719;Underspecified requirements that are too abstract and allow for various interpretations;Errors in the definition of functionalities
740;Underspecified requirements that are too abstract and allow for various interpretations;"Estimation error; re work"
868;Underspecified requirements that are too abstract and allow for various interpretations;problems with deadlines and budget
876;Underspecified requirements that are too abstract and allow for various interpretations;the analyst is involved in maintaining the legacy system, and the project becomes secondary
879;Underspecified requirements that are too abstract and allow for various interpretations;Rework.
880;Underspecified requirements that are too abstract and allow for various interpretations;Difficulty in validation.
910;Underspecified requirements that are too abstract and allow for various interpretations;Rework
921;Underspecified requirements that are too abstract and allow for various interpretations;Impact on development
923;Underspecified requirements that are too abstract and allow for various interpretations;gap between the delivered product and client needs
930;Underspecified requirements that are too abstract and allow for various interpretations;the ultimate need is misinterpreted
933;Underspecified requirements that are too abstract and allow for various interpretations;Error in the interpretation during development.
945;Underspecified requirements that are too abstract and allow for various interpretations;Incommensurable gaps in the delivered software
959;Underspecified requirements that are too abstract and allow for various interpretations;Problems in the estimates and setting deadlines
987;Underspecified requirements that are too abstract and allow for various interpretations;more time required
1010;Underspecified requirements that are too abstract and allow for various interpretations;Missing/skipping process steps
1014;Underspecified requirements that are too abstract and allow for various interpretations;bad documentation
1051;Underspecified requirements that are too abstract and allow for various interpretations;Doubts at later stages
1064;Underspecified requirements that are too abstract and allow for various interpretations;Project delays
1070;Underspecified requirements that are too abstract and allow for various interpretations;underestimation of delivery roadmaps - unhappy customer and management
1079;Underspecified requirements that are too abstract and allow for various interpretations;Rework
1080;Underspecified requirements that are too abstract and allow for various interpretations;Increase in the number of project hour due to rework
1101;Underspecified requirements that are too abstract and allow for various interpretations;inadequate solutions to the problem
1111;Underspecified requirements that are too abstract and allow for various interpretations;rework and errors
1118;Underspecified requirements that are too abstract and allow for various interpretations;The same above
1122;Underspecified requirements that are too abstract and allow for various interpretations;unmet expectations
1139;Underspecified requirements that are too abstract and allow for various interpretations;misunderstandings
1163;Underspecified requirements that are too abstract and allow for various interpretations;Losing time
1171;Underspecified requirements that are too abstract and allow for various interpretations;Delays in product delivery
1239;Underspecified requirements that are too abstract and allow for various interpretations;lost time due to endless discussions (often after implementation) and rework
1288;Underspecified requirements that are too abstract and allow for various interpretations;cost a lot of time
1289;Underspecified requirements that are too abstract and allow for various interpretations;Project delay and budget overrun. Expensive iterations to meet target
1339;Underspecified requirements that are too abstract and allow for various interpretations;DEFAULTS, repeating DELAYS.
1349;Underspecified requirements that are too abstract and allow for various interpretations;DEVELOPMENT NOT meet NEEDS
1351;Underspecified requirements that are too abstract and allow for various interpretations;SOFTWARE not 100% working
1353;Underspecified requirements that are too abstract and allow for various interpretations;MUCH EFFORT needed TO have formal AGREEMENTS
1355;Underspecified requirements that are too abstract and allow for various interpretations;PRODUCT DEVELOPED not conforming the NEEDS
1360;Underspecified requirements that are too abstract and allow for various interpretations;SOFTWARE does not conform to customer needs
